locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
24841000-NE-Left,24841000,6011595.62323,2119077.95901,MONTGOMERY ST: VALLEJO ST intersection,NE,Left,37.79917220445265,-122.4040531304808,11/10/2020 06:44:16 AM,26498.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.79917220445265, -122.40405313048079)",3.0,1.0,10.0,308.0,23.0
22891000-E-Left,22891000,5994733.10545,2101110.26168,MAGELLAN AVE: MARCELA AVE intersection,E,Left,37.74898428938175,-122.46118524736036,11/10/2020 06:44:16 AM,15270.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.748984289381745, -122.46118524736036)",1.0,8.0,4.0,29491.0,40.0
22143000-SE-Right,22143000,5999438.54289,2092909.51463,ARCO WAY: HAVELOCK ST intersection,SE,Right,37.72673912261222,-122.44425438568452,11/10/2020 06:44:16 AM,11409.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72673912261222, -122.44425438568453)",9.0,7.0,6.0,28861.0,25.0
20751000-W-Right,20751000,6012563.89721,2096597.47051,QUESADA AVE: RANKIN ST intersection,W,Right,37.73758865742048,-122.39894210373606,11/10/2020 06:44:16 AM,3715.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.737588657420474, -122.39894210373606)",10.0,3.0,8.0,58.0,1.0
22937000-SE-Right,22937000,5991917.60583,2095409.56967,MONTEREY BLVD: SAN RAFAEL WAY intersection,SE,Right,37.73320604738556,-122.47043575342616,11/10/2020 06:44:16 AM,15573.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73320604738556, -122.47043575342616)",9.0,8.0,4.0,59.0,40.0
33018000-SW-Right,33018000,5994319.38383,2093032.74568,DORADO TER: DORADO TER intersection,SW,Right,37.72682001005952,-122.46180326012028,11/10/2020 06:44:16 AM,47093.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72682001005952, -122.46180326012028)",9.0,8.0,4.0,28861.0,40.0
26885000-SE-Left,26885000,5999384.647,2116304.18306,JACKSON ST: LYON ST intersection,SE,Left,37.79099928091825,-122.4461168060527,11/10/2020 06:44:16 AM,38249.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.79099928091825, -122.4461168060527)",13.0,6.0,1.0,29490.0,27.0
22268000-NE-Left,22268000,6000809.07066,2096237.64347,CHENERY ST: ELK ST intersection,NE,Left,37.7358860283831,-122.4397225053721,11/10/2020 06:44:16 AM,12083.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.7358860283831, -122.4397225053721)",2.0,7.0,5.0,63.0,7.0
33379000-N-Center,33379000,6002114.00177,2096651.58884,OHLONE WAY: SUSSEX ST intersection,N,Center,37.7371082705377,-122.43512397457532,11/10/2020 06:44:16 AM,47810.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7371082705377, -122.43512397457533)",2.0,7.0,5.0,63.0,7.0
20594000-E-Right,20594000,6010801.61629,2089984.94239,ALDER ST: ANKENY ST \ ORDWAY ST intersection,E,Right,37.71930851797183,-122.40479160311972,11/10/2020 06:44:16 AM,2909.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.719308517971825, -122.40479160311973)",10.0,7.0,8.0,309.0,39.0
23706000-SW-Left,23706000,6013025.29557,2103245.45327,ARKANSAS ST: MADERA ST intersection,SW,Left,37.75589825541014,-122.39783019921228,11/10/2020 06:44:16 AM,20221.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75589825541014, -122.39783019921228)",10.0,3.0,8.0,28856.0,29.0
23821000-S-Left-I,23821000,6014006.667703,2110916.142154,04TH ST: TOWNSEND ST intersection,S,Left,37.7770893194005,-122.39498148013897,11/10/2020 06:44:16 AM,52359.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7770893194005, -122.39498148013897)",6.0,2.0,9.0,28856.0,34.0
22494000-NE-Left,22494000,5994054.19768,2088116.50256,BROAD ST: ORIZABA AVE intersection,NE,Left,37.71315015132734,-122.46256899920743,11/10/2020 06:44:16 AM,13142.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71315015132734, -122.46256899920745)",9.0,8.0,6.0,28861.0,24.0
23298000-NE-Left,23298000,5986838.23836,2094739.88826,EUCALYPTUS DR: SPRINGFIELD DR intersection,NE,Left,37.730973361094975,-122.4879529327048,11/10/2020 06:44:16 AM,17689.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.730973361094975, -122.48795293270479)",1.0,8.0,4.0,64.0,35.0
26329000-S-Right,26329000,5999727.14533,2107177.99167,MASONIC AVE: PIEDMONT ST intersection,S,Right,37.76595946040808,-122.44417211374969,11/10/2020 06:44:16 AM,34484.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.765959460408084, -122.44417211374969)",15.0,5.0,5.0,29492.0,9.0
22128000-W-Right,22128000,6000589.34669,2093692.31621,SAN JOSE AVE: SANTA ROSA AVE intersection,W,Right,37.72892270053304,-122.44006203335438,11/10/2020 06:44:16 AM,11335.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.72892270053304, -122.44006203335438)",9.0,7.0,6.0,28861.0,25.0
25804000-W-Left,25804000,6002803.69757,2106469.14794,16TH ST: MARKET ST \ NOE ST intersection,W,Left,37.76419569931776,-122.4330744707492,11/10/2020 06:44:16 AM,31568.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.76419569931776, -122.4330744707492)",15.0,4.0,5.0,28862.0,3.0
21871000-SE-Left,21871000,6004389.73837,2097209.98503,FAIRMOUNT ST: WHITNEY ST intersection,SE,Left,37.73885400457934,-122.42742836817958,11/10/2020 06:44:16 AM,9863.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73885400457934, -122.42742836817958)",2.0,7.0,5.0,63.0,7.0
30048000-NW-Right,30048000,6012480.17002,2115800.37272,SANSOME ST: SUTTER ST intersection,NW,Right,37.79024739106002,-122.40055526338502,11/10/2020 06:44:16 AM,46164.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y32,0,"(37.79024739106002, -122.40055526338502)",4.0,1.0,10.0,28854.0,6.0
22218000-NE-Left,22218000,5996844.34926,2091314.71073,BRUCE AVE: HAROLD AVE intersection,NE,Left,37.72212133386947,-122.4531018572565,11/10/2020 06:44:16 AM,11776.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72212133386947, -122.4531018572565)",9.0,8.0,6.0,28861.0,24.0
21478000-SE-Left,21478000,5999787.68884,2087578.9121,CONCORD ST: MORSE ST intersection,SE,Left,37.71211529060327,-122.44256641688456,11/10/2020 06:44:16 AM,7643.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.71211529060327, -122.44256641688455)",9.0,7.0,6.0,28861.0,5.0
20272000-NW-Left,20272000,6012736.84634,2086673.56516,LATHROP AVE: NUEVA AVE intersection,NW,Left,37.7102503125303,-122.39770162133496,11/10/2020 06:44:16 AM,1162.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7102503125303, -122.39770162133497)",10.0,3.0,8.0,309.0,1.0
22981000-SE-Left,22981000,5993678.03079,2101058.88514,09TH AVE: MENDOSA AVE intersection,SE,Left,37.74883058692088,-122.46470384571468,11/10/2020 06:44:16 AM,15814.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.748830586920874, -122.46470384571467)",1.0,8.0,4.0,29491.0,40.0
22674000-SW-Left,22674000,5994010.2916,2093505.10104,KENWOOD WAY: KEYSTONE WAY intersection,SW,Left,37.72805557601845,-122.4628881976016,11/10/2020 06:44:16 AM,14043.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.72805557601845, -122.46288819760159)",9.0,8.0,4.0,59.0,40.0
20833000-NW-Right,20833000,6010892.87792,2100529.35339,HOLLADAY AVE: PERALTA AVE intersection,NW,Right,37.7482227116861,-122.4049372746506,11/10/2020 06:44:16 AM,4086.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.748222711686104, -122.40493727465059)",10.0,7.0,7.0,28859.0,2.0
33234000-SE-Right,33234000,6012912.69442,2089158.03919,JENNINGS CT: JENNINGS CT intersection,SE,Right,37.71717369657653,-122.39745418127367,11/10/2020 06:44:16 AM,47430.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.71717369657653, -122.39745418127367)",10.0,3.0,8.0,58.0,1.0
23092000-SE-Left,23092000,5988540.54926,2089254.54556,GARCES DR: RIVAS AVE intersection,SE,Left,37.71619083048605,-122.48160981462904,11/10/2020 06:44:16 AM,16377.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.71619083048605, -122.48160981462905)",1.0,8.0,4.0,64.0,14.0
22809000-SE-Right,22809000,5995291.04298,2097516.03297,JUANITA WAY: MARNE AVE intersection,SE,Right,37.7391582071046,-122.45884946471156,11/10/2020 06:44:16 AM,14878.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.739158207104595, -122.45884946471155)",9.0,7.0,4.0,59.0,40.0
22736000-SW-Left,22736000,5991932.87811,2091210.22669,BYXBEE ST: HOLLOWAY AVE intersection,SW,Left,37.72164342956927,-122.46987676917074,11/10/2020 06:44:16 AM,14474.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72164342956927, -122.46987676917074)",9.0,8.0,4.0,64.0,40.0
27119000-SE-Left,27119000,5991949.37086,2101856.41406,14TH AVE: RADIO TER intersection,SE,Left,37.7509121452813,-122.47084594535046,11/10/2020 06:44:16 AM,39608.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.7509121452813, -122.47084594535046)",1.0,8.0,4.0,29491.0,12.0
21199000-SE-Left,21199000,6006831.78269,2095399.10447,BENTON AVE: ROSCOE ST intersection,SE,Left,37.73401677193149,-122.41881611732276,11/10/2020 06:44:16 AM,6098.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73401677193149, -122.41881611732276)",2.0,7.0,7.0,28859.0,2.0
26208000-SW-Left,26208000,5999922.04323,2106946.3048,LOMA VISTA TER: MASONIC AVE intersection,SW,Left,37.76533278058474,-122.4433472786376,11/10/2020 06:44:16 AM,33947.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.76533278058474, -122.4433472786376)",15.0,5.0,5.0,29492.0,3.0
28199000-SE-Right,28199000,6008901.36123,2096007.66362,NEVADA ST: OGDEN AVE intersection,SE,Right,37.73578560717652,-122.41172370602776,11/10/2020 06:44:16 AM,46049.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73578560717652, -122.41172370602776)",10.0,7.0,7.0,28859.0,2.0
20405000-SE-Right,20405000,6007767.66632,2086652.04486,ARGONAUT AVE: BURR AVE intersection,SE,Right,37.71005511480527,-122.41499254354028,11/10/2020 06:44:16 AM,1787.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.710055114805265, -122.41499254354027)",9.0,7.0,8.0,309.0,39.0
22544000-NW-Right,22544000,5992160.4623,2088559.12372,RALSTON ST: RANDOLPH ST intersection,NW,Right,37.714256170574494,-122.46889627330246,11/10/2020 06:44:16 AM,13332.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.714256170574494, -122.46889627330246)",9.0,8.0,6.0,64.0,24.0
21978000-NW-Right,21978000,6001005.77368,2095218.84236,BURNSIDE AVE: MANGELS AVE intersection,NW,Right,37.73308661978593,-122.43881594792228,11/10/2020 06:44:16 AM,10516.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.73308661978593, -122.43881594792228)",9.0,7.0,5.0,63.0,40.0
21164000-NW-Right,21164000,6009280.80011,2099494.93617,ALABAMA ST: NORWICH ST intersection,NW,Right,37.74529768482026,-122.41047428121058,11/10/2020 06:44:16 AM,5885.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74529768482026, -122.41047428121058)",2.0,7.0,7.0,28859.0,2.0
23186000-SE-Left,23186000,5991490.46462,2099742.00818,CECILIA AVE: SANTIAGO ST intersection,SE,Left,37.74507818146246,-122.47218449083566,11/10/2020 06:44:16 AM,16954.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74507818146246, -122.47218449083566)",1.0,8.0,4.0,29491.0,40.0
6671000-SW-MB,6671000,6018514.85869,2094578.6648,HARBOR RD: NORTHRIDGE RD to INGALLS ST (1 - 299),SW,MB,37.73229187137904,-122.37827920299242,11/10/2020 06:44:16 AM,52369.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73229187137904, -122.37827920299242)",10.0,3.0,8.0,58.0,1.0
21475000-E-Left,21475000,6000531.46721,2089022.51322,GENEVA AVE: LONDON ST intersection,E,Left,37.71603880623993,-122.44025513474485,11/10/2020 06:44:16 AM,7624.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71603880623993, -122.44025513474485)",9.0,7.0,6.0,28861.0,5.0
24841000-W-Right,24841000,6011559.2447,2119023.62087,MONTGOMERY ST: VALLEJO ST intersection,W,Right,37.79917220445265,-122.4040531304808,11/10/2020 06:44:16 AM,26505.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.79917220445265, -122.40405313048079)",3.0,1.0,10.0,308.0,23.0
26208000-SE-Left,26208000,6000003.73959,2106935.76807,LOMA VISTA TER: MASONIC AVE intersection,SE,Left,37.76533278058474,-122.4433472786376,11/10/2020 06:44:16 AM,33945.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.76533278058474, -122.4433472786376)",15.0,5.0,5.0,29492.0,3.0
26174000-W-Left,26174000,5999954.03693,2105359.35653,MARKET ST: MERRITT ST intersection,W,Left,37.76104310672371,-122.44278560631577,11/10/2020 06:44:16 AM,33748.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.76104310672371, -122.44278560631577)",15.0,5.0,5.0,28862.0,3.0
24942000-NW-Right,24942000,6009334.63858,2114320.668,OFARRELL ST: TAYLOR ST intersection,NW,Right,37.78599622181586,-122.4113255814256,11/10/2020 06:44:16 AM,26987.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.78599622181586, -122.41132558142561)",14.0,10.0,10.0,28852.0,36.0
24910000-NW-Right,24910000,6010624.02216,2115546.36109,STOCKTON ST: STOCKTON TUNL \ SUTTER ST intersection,NW,Right,37.78943366825909,-122.40695698702687,11/10/2020 06:44:16 AM,26802.0,0,,,,,,1.0,,,,,,,,,,,,,,,Y32,0,"(37.78943366825909, -122.40695698702687)",5.0,1.0,10.0,28857.0,6.0
22151000-NE-Left,22151000,5998773.12821,2093214.9776,EDNA ST: MARSTON AVE intersection,NE,Left,37.72746440300717,-122.44655473443795,11/10/2020 06:44:16 AM,11427.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72746440300717, -122.44655473443797)",9.0,7.0,4.0,28861.0,40.0
26270000-NE-Right,26270000,5997898.86552,2105375.08451,CARMEL ST: SHRADER ST intersection,NE,Right,37.760761677804325,-122.45041754812584,11/10/2020 06:44:16 AM,34185.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.760761677804325, -122.45041754812584)",15.0,5.0,11.0,29492.0,12.0
27328000-E-Left,27328000,5991205.62825,2104018.12102,16TH AVE: LOMITA AVE intersection,E,Left,37.75684472611349,-122.47344260890472,11/10/2020 06:44:16 AM,40994.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75684472611349, -122.47344260890473)",1.0,8.0,4.0,56.0,12.0
20534000-S-Left,20534000,6013809.59256,2094845.88313,BAY VIEW ST: BAYVIEW CIR \ NEWHALL ST intersection,S,Left,37.73291812862591,-122.39467807546214,11/10/2020 06:44:16 AM,2566.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73291812862591, -122.39467807546214)",10.0,3.0,8.0,58.0,1.0
22271000-SW-Left,22271000,6000342.35604,2095688.83223,NORDHOFF ST: STILLINGS AVE intersection,SW,Left,37.73441540521059,-122.44119682166878,11/10/2020 06:44:16 AM,12103.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73441540521059, -122.44119682166878)",9.0,7.0,5.0,63.0,40.0
20450000-E-Right,20450000,6015215.61993,2091205.49901,CARROLL AVE: INGALLS ST intersection,E,Right,37.72285142783527,-122.38961954128344,11/10/2020 06:44:16 AM,2043.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72285142783527, -122.38961954128345)",10.0,3.0,8.0,58.0,1.0
26982000-SW-Right,26982000,6001216.30311,2120536.80911,CAPRA WAY: PIERCE ST intersection,SW,Right,37.802723896030855,-122.43994403734564,11/10/2020 06:44:16 AM,38860.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.802723896030855, -122.43994403734564)",13.0,9.0,1.0,57.0,17.0
23775000-NW-Left,23775000,6011414.00188,2107018.84763,16TH ST: KANSAS ST intersection,NW,Left,37.76601705458204,-122.40364305534544,11/10/2020 06:44:16 AM,20675.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.76601705458204, -122.40364305534544)",8.0,3.0,8.0,28853.0,20.0
20834000-SE-Left,20834000,6010657.14545,2100217.22147,MONTCALM ST: WRIGHT ST intersection,SE,Left,37.747459364483646,-122.40592555611649,11/10/2020 06:44:16 AM,4091.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.747459364483646, -122.40592555611649)",2.0,7.0,7.0,28859.0,2.0
5268000-S-IB,5268000,5990743.84637,2094669.69451,EUCALYPTUS DR: GLADIOLUS LN to 19TH AVE (124 - 199),S,IB,37.7310837571916,-122.47378690918843,11/10/2020 06:44:16 AM,51784.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.7310837571916, -122.47378690918845)",1.0,8.0,4.0,64.0,40.0
23218000-SE-Left,23218000,5988714.63159,2096196.76658,CRESTLAKE DR: GABILAN WAY intersection,SE,Left,37.73520293739231,-122.4815268332323,11/10/2020 06:44:16 AM,17189.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73520293739231, -122.4815268332323)",1.0,8.0,3.0,64.0,35.0
20470000-E-Left,20470000,6013850.6804,2090462.14518,HOLLISTER AVE: JENNINGS ST intersection,E,Left,37.72078304062181,-122.39430194879172,11/10/2020 06:44:16 AM,2171.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72078304062181, -122.39430194879172)",10.0,3.0,8.0,58.0,1.0
26591000-SE-Right,26591000,6003635.38423,2114176.02984,POST ST: WEBSTER ST intersection,SE,Right,37.785372633731136,-122.43136639654264,11/10/2020 06:44:16 AM,36226.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.785372633731136, -122.43136639654263)",13.0,9.0,11.0,29490.0,13.0
33414000-E-Right,33414000,5992297.15527,2093347.23718,MONCADA WAY: MONCADA WAY intersection,E,Right,37.72746413778604,-122.46895739371143,11/10/2020 06:44:16 AM,47892.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72746413778604, -122.46895739371143)",9.0,8.0,4.0,59.0,40.0
26924000-E-Right,26924000,5997570.54798,2113040.15269,COOK ST: GEARY BLVD intersection,E,Right,37.78185327815936,-122.45214312423484,11/10/2020 06:44:16 AM,51689.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.78185327815936, -122.45214312423485)",15.0,6.0,1.0,54.0,31.0
20924000-SW-Left,20924000,6008641.45952,2093978.86781,BOWDOIN ST: SILVER AVE intersection,SW,Left,37.73024919416991,-122.41233817427192,11/10/2020 06:44:16 AM,4642.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73024919416991, -122.41233817427191)",9.0,3.0,7.0,309.0,28.0
22907000-W-Right,22907000,5993589.86856,2096037.36074,SAINT FRANCIS BLVD: SAN ANSELMO AVE intersection,W,Right,37.73501931243069,-122.46445163855282,11/10/2020 06:44:16 AM,15365.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73501931243069, -122.46445163855282)",9.0,8.0,4.0,59.0,40.0
22348000-SE-Left,22348000,5998587.96191,2100687.63293,DAWNVIEW WAY: GLENVIEW DR intersection,SE,Left,37.74806997964443,-122.44764149112648,11/10/2020 06:44:16 AM,12436.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.74806997964443, -122.44764149112649)",2.0,5.0,5.0,63.0,38.0
23634000-NW-Right,23634000,6013375.53503,2101970.2324,25TH ST: CONNECTICUT ST intersection,NW,Right,37.752310744151146,-122.3965134953095,11/10/2020 06:44:16 AM,19782.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.752310744151146, -122.3965134953095)",10.0,3.0,8.0,28856.0,29.0
23470000-SE-Right,23470000,5983608.24417,2100153.01097,41ST AVE: RIVERA ST intersection,SE,Right,37.74573898872286,-122.49952544486436,11/10/2020 06:44:16 AM,18863.0,0,,,,,,,,,,,,,,,,,,,,,Y42,0,"(37.74573898872286, -122.49952544486437)",1.0,8.0,3.0,29491.0,35.0
26002000-SW-Right,26002000,6002681.12138,2109870.39344,OAK ST: PIERCE ST intersection,SW,Right,37.773549363195606,-122.43410901064505,11/10/2020 06:44:16 AM,32776.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.773549363195606, -122.43410901064505)",15.0,5.0,11.0,29492.0,10.0
27088000-SW-Right,27088000,5993611.16773,2101331.90166,09TH AVE: SOTELO AVE intersection,SW,Right,37.749645260621385,-122.46504258599222,11/10/2020 06:44:16 AM,39424.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.749645260621385, -122.46504258599222)",1.0,8.0,4.0,29491.0,40.0
25389000-NE-Right,25389000,6010358.49349,2121161.54999,GRANT AVE: PFEIFFER ST intersection,NE,Right,37.80483513351748,-122.40842709675005,11/10/2020 06:44:16 AM,29147.0,0,,,,,,,,,,,,,,,,,,,,,Y28,0,"(37.80483513351748, -122.40842709675003)",3.0,1.0,10.0,308.0,23.0
27711000-SE-Right,27711000,5986835.74887,2105703.46837,30TH AVE: JUDAH ST intersection,SE,Right,37.76118136452412,-122.48877915769488,11/10/2020 06:44:16 AM,43638.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.76118136452412, -122.48877915769489)",1.0,8.0,3.0,56.0,35.0
23447000-E-Right,23447000,5983081.59758,2096345.63505,43RD AVE: SLOAT BLVD intersection,E,Right,37.73520646730553,-122.50109748318124,11/10/2020 06:44:16 AM,50443.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.73520646730553, -122.50109748318124)",1.0,8.0,4.0,64.0,14.0
23156000-SE-Right,23156000,5991118.16517,2098369.74321,17TH AVE: ULLOA ST intersection,SE,Right,37.74128305145945,-122.47342299269908,11/10/2020 06:44:16 AM,16730.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74128305145945, -122.47342299269908)",1.0,8.0,4.0,29491.0,40.0
33331000-NE-Left,33331000,6006070.33277,2093740.34564,GLADSTONE DR: STONEYFORD AVE intersection,NE,Left,37.72931096555352,-122.42144085696332,11/10/2020 06:44:16 AM,47650.0,0,,,,,,,,,,,,,,,,,,,,,Y28,0,"(37.72931096555352, -122.42144085696332)",9.0,7.0,6.0,28861.0,5.0
20383000-SW-Left,20383000,6008721.81927,2087975.93591,ELLIOT ST: LELAND AVE intersection,SW,Left,37.71369700789681,-122.41160447314404,11/10/2020 06:44:16 AM,1696.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71369700789681, -122.41160447314404)",9.0,7.0,8.0,309.0,39.0
51457000-NE-Left,51457000,5990986.0716,2088468.93001,GALINDO AVE: START: 0-0 BLOCK intersection,NE,Left,37.71397044201111,-122.47318533365352,11/10/2020 06:44:16 AM,48993.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71397044201111, -122.47318533365353)",1.0,8.0,4.0,64.0,14.0
28199000-SE-Left,28199000,6008895.61256,2096001.67314,NEVADA ST: OGDEN AVE intersection,SE,Left,37.73578560717652,-122.41172370602776,11/10/2020 06:44:16 AM,46048.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73578560717652, -122.41172370602776)",10.0,7.0,7.0,28859.0,2.0
22411000-NE-Right,22411000,5997575.42555,2098934.77095,EVELYN WAY: TERESITA BLVD intersection,NE,Right,37.742966643608014,-122.4509892101689,11/10/2020 06:44:16 AM,12712.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.742966643608014, -122.4509892101689)",9.0,7.0,4.0,59.0,40.0
22903000-S-Right,22903000,5993262.83772,2095359.72003,MONTEREY BLVD: SAN ANSELMO AVE \ SANTA CLARA AVE intersection,S,Right,37.73315288518597,-122.4656586780765,11/10/2020 06:44:16 AM,15344.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.73315288518597, -122.4656586780765)",9.0,8.0,4.0,59.0,40.0
27017000-SW-Right,27017000,5999681.32291,2120841.82556,BEACH ST: BRODERICK ST intersection,SW,Right,37.803492675992565,-122.44527037871212,11/10/2020 06:44:16 AM,39084.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.803492675992565, -122.44527037871212)",13.0,9.0,1.0,57.0,17.0
27056000-NE-Right,27056000,5994184.16823,2104686.87165,LOCKSLEY AVE: WARREN DR intersection,NE,Right,37.75856247569778,-122.4632259477188,11/10/2020 06:44:16 AM,39257.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.75856247569778, -122.4632259477188)",1.0,5.0,4.0,63.0,12.0
21870000-W-Right,21870000,6003501.64303,2096054.63137,CHENERY ST: ROANOKE ST intersection,W,Right,37.73555949064852,-122.43024574566,11/10/2020 06:44:16 AM,9857.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.73555949064852, -122.43024574565999)",2.0,7.0,5.0,63.0,7.0
25774000-NE-Right,25774000,6001823.64835,2103549.45628,21ST ST: DIAMOND ST intersection,NE,Right,37.75596578753018,-122.43674360768256,11/10/2020 06:44:16 AM,31373.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75596578753018, -122.43674360768256)",2.0,4.0,5.0,28862.0,22.0
21454000-NE-Left,21454000,6000214.69094,2087276.14171,ALLISON ST: BRUNSWICK ST intersection,NE,Left,37.71121114255698,-122.44113026861324,11/10/2020 06:44:16 AM,7512.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.711211142556984, -122.44113026861324)",9.0,7.0,6.0,28861.0,5.0
32855000-SW-Left,32855000,5995685.49659,2109161.47392,CONSERVATORY ACCESS RD: JOHN F KENNEDY DR intersection,SW,Left,37.77117012698462,-122.45819722500676,11/10/2020 06:44:16 AM,46776.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.77117012698462, -122.45819722500677)",11.0,5.0,2.0,29492.0,8.0
26769000-NW-Left,26769000,6001858.03641,2119282.78275,MOULTON ST: STEINER ST intersection,NW,Left,37.79920942826672,-122.4376088350206,11/10/2020 06:44:16 AM,37432.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.79920942826672, -122.43760883502061)",13.0,9.0,1.0,57.0,17.0
