locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
22131000-NE-Right,22131000,6000768.86798,2094230.30792,BADEN ST: CIRCULAR AVE intersection,NE,Right,37.73032570685071,-122.43968606571104,11/10/2020 06:44:16 AM,11336.0,15,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.73032570685071, -122.43968606571104)",9.0,7.0,4.0,63.0,40.0
23391000-SE-Left,23391000,5986701.50701,2100251.12199,31ST AVE: RIVERA ST intersection,SE,Left,37.746212312714384,-122.48880645066144,11/10/2020 06:44:16 AM,18267.0,40,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.746212312714384, -122.48880645066144)",1.0,8.0,3.0,29491.0,35.0
27859000-NE-Left,27859000,5985332.39393,2113220.47991,34TH AVE: CLEMENT ST \ LEGION OF HONOR DR intersection,NE,Left,37.78157728141153,-122.4945197517094,11/10/2020 06:44:16 AM,44714.0,47,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78157728141153, -122.49451975170939)",11.0,6.0,2.0,55.0,15.0
30822000-NE-Right,30822000,5999354.75237,2119614.87821,BAKER ST: RICHARDSON AVE intersection,NE,Right,37.79981803254743,-122.44621301598204,11/10/2020 06:44:16 AM,46673.0,47,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79981803254743, -122.44621301598204)",13.0,9.0,1.0,57.0,17.0
20589000-E-Left-BT,20589000,6011031.29923,2090493.00896,GOETTINGEN ST: MANSELL ST intersection,E,Left,37.72076683824319,-122.4040177548842,11/10/2020 06:44:16 AM,2868.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.720766838243186, -122.4040177548842)",10.0,7.0,7.0,309.0,28.0
24080000-SW-Right,24080000,6007901.40719,2103827.57678,21ST ST: SHOTWELL ST intersection,SW,Right,37.75723239535057,-122.41562619791212,11/10/2020 06:44:16 AM,22577.0,49,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.75723239535057, -122.41562619791212)",2.0,4.0,7.0,28859.0,19.0
23466000-NE-Right,23466000,5984217.03823,2100234.5656,39TH AVE: RIVERA ST intersection,NE,Right,37.74583299428812,-122.49738160114698,11/10/2020 06:44:16 AM,18825.0,20,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.745832994288115, -122.49738160114698)",1.0,8.0,3.0,29491.0,35.0
23741000-SE-Left,23741000,6012405.78664,2105132.17325,19TH ST: CAROLINA ST intersection,SE,Left,37.76106794018347,-122.40026659820184,11/10/2020 06:44:16 AM,20428.0,42,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,4.0,,1,"(37.76106794018347, -122.40026659820185)",10.0,3.0,8.0,28856.0,29.0
23122000-NE-Right,23122000,5988612.89426,2094790.71854,26TH AVE: EUCALYPTUS DR intersection,NE,Right,37.73116974055738,-122.48178740485024,11/10/2020 06:44:16 AM,16509.0,28,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,1.0,4.0,,1,"(37.731169740557384, -122.48178740485024)",1.0,8.0,4.0,64.0,14.0
26329000-W-Left,26329000,5999704.96329,2107208.68387,MASONIC AVE: PIEDMONT ST intersection,W,Left,37.76595946040808,-122.44417211374969,11/10/2020 06:44:16 AM,34481.0,50,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,3.0,,1,"(37.765959460408084, -122.44417211374969)",15.0,5.0,5.0,29492.0,9.0
27645000-NE-Right,27645000,5989301.31907,2114737.36533,21ST AVE: LAKE ST intersection,NE,Right,37.78593394949619,-122.48086010007268,11/10/2020 06:44:16 AM,43165.0,35,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.78593394949619, -122.48086010007268)",11.0,6.0,2.0,55.0,26.0
21849000-NW-Right,21849000,6004829.72174,2098441.80704,30TH ST: CHENERY ST intersection,NW,Right,37.74214057724997,-122.42581359000944,11/10/2020 06:44:16 AM,9742.0,22,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.74214057724997, -122.42581359000943)",2.0,7.0,5.0,63.0,7.0
27638000-NE-Left,27638000,5989621.53529,2114736.98705,20TH AVE: LAKE ST intersection,NE,Left,37.7859826043981,-122.47978567690409,11/10/2020 06:44:16 AM,43141.0,40,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7859826043981, -122.47978567690407)",11.0,6.0,2.0,55.0,26.0
20847000-SE-Left,20847000,6010171.83179,2090191.15819,HAMILTON ST: MANSELL ST intersection,SE,Left,37.71999110112717,-122.4069979123034,11/10/2020 06:44:16 AM,4146.0,10,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.71999110112717, -122.40699791230341)",10.0,7.0,8.0,309.0,28.0
21459000-S-Left,21459000,5999951.34206,2086905.33176,CONCORD ST: PRETOR WAY intersection,S,Left,37.71031405302313,-122.44189157908056,11/10/2020 06:44:16 AM,7527.0,15,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.71031405302313, -122.44189157908055)",9.0,7.0,6.0,28861.0,5.0
33751000-NE-Center-I,33751000,6011369.57381,2100235.46126,BAY SHORE BLVD: BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE intersection,NE,Center,37.74776190837145,-122.40356101042444,11/10/2020 06:44:16 AM,48747.0,36,,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.74776190837145, -122.40356101042445)",10.0,3.0,7.0,58.0,1.0
23944000-E-Left,23944000,6011237.38149,2112619.62186,05TH ST: HOWARD ST intersection,E,Left,37.78149949467839,-122.40493334704364,11/10/2020 06:44:16 AM,21591.0,38,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,0.0,1.0,1.0,4.0,,1,"(37.78149949467839, -122.40493334704364)",14.0,2.0,9.0,28853.0,34.0
24227000-SE-Right,24227000,6008689.30883,2107753.04761,ALAMEDA ST: HARRISON ST intersection,SE,Right,37.76802280882869,-122.4133410038492,11/10/2020 06:44:16 AM,23460.0,50,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.76802280882869, -122.41334100384921)",8.0,4.0,7.0,28853.0,19.0
20572000-SE-Left,20572000,6011605.98542,2090628.70784,GIRARD ST: MANSELL ST intersection,SE,Left,37.72127743804394,-122.40205647171616,11/10/2020 06:44:16 AM,2750.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72127743804394, -122.40205647171616)",10.0,3.0,7.0,309.0,28.0
27411000-NW-Center,27411000,5989258.85458,2105852.94839,22ND AVE: JUDAH ST intersection,NW,Center,37.76155881675529,-122.48020654353448,11/10/2020 06:44:16 AM,41606.0,35,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,,1,"(37.76155881675529, -122.48020654353449)",1.0,8.0,3.0,56.0,35.0
20821000-SW-Left,20821000,6010644.48275,2099169.75637,COSTA ST: HOLLADAY AVE intersection,SW,Left,37.74452749837117,-122.40577008627092,11/10/2020 06:44:16 AM,4039.0,44,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.74452749837117, -122.40577008627092)",10.0,7.0,7.0,28859.0,2.0
26326000-SE-Left,26326000,5999849.47546,2109478.07204,CENTRAL AVE: OAK ST intersection,SE,Left,37.7722952759609,-122.4440243067968,11/10/2020 06:44:16 AM,34465.0,49,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7722952759609, -122.4440243067968)",15.0,5.0,11.0,29492.0,8.0
23210000-SE-Right,23210000,5989475.13762,2101034.61058,22ND AVE: QUINTARA ST intersection,SE,Right,37.74850362199704,-122.47929590688976,11/10/2020 06:44:16 AM,17145.0,50,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,,1,"(37.74850362199704, -122.47929590688975)",1.0,8.0,3.0,29491.0,35.0
20402000-SE-Left,20402000,6007476.92904,2086263.31532,CALGARY ST: SAWYER ST \ VELASCO AVE intersection,SE,Left,37.70899532466749,-122.41596399873804,11/10/2020 06:44:16 AM,1762.0,37,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.70899532466749, -122.41596399873805)",9.0,7.0,8.0,309.0,39.0
22275000-SW-Right-BT,22275000,5999426.55833,2095743.25109,DETROIT ST: STILLINGS AVE \ VISTA VERDE CT intersection,SW,Right,37.73455742424037,-122.4443366178084,11/10/2020 06:44:16 AM,12132.0,36,0.0,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.73455742424037, -122.4443366178084)",9.0,7.0,4.0,63.0,40.0
23889000-E-Left,23889000,6012548.19974,2111244.99502,05TH ST: BRYANT ST \ I-80 E ON RAMP intersection,E,Left,37.77779899698383,-122.4002977597228,11/10/2020 06:44:16 AM,21294.0,48,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.77779899698383, -122.40029775972279)",14.0,2.0,9.0,28856.0,34.0
25274000-SE-Right,25274000,6007940.2562,2117844.89586,LEAVENWORTH ST: PACIFIC AVE intersection,SE,Right,37.7956700376458,-122.41665275500324,11/10/2020 06:44:16 AM,28607.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.7956700376458, -122.41665275500324)",5.0,1.0,10.0,28858.0,21.0
20203000-N-Left,20203000,6016735.04045,2097800.32014,EVANS AVE: MENDELL ST intersection,N,Left,37.74089750319354,-122.38470554019835,11/10/2020 06:44:16 AM,791.0,20,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.74089750319354, -122.38470554019835)",10.0,3.0,8.0,58.0,1.0
25465000-S-Left,25465000,6008786.27274,2120384.84831,COLUMBUS AVE: LOMBARD ST intersection,S,Left,37.80274318824088,-122.41371875013056,11/10/2020 06:44:16 AM,29507.0,47,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,0.0,0.0,0.0,3.0,,1,"(37.802743188240875, -122.41371875013056)",3.0,1.0,10.0,308.0,23.0
21159000-SW-Right,21159000,6008711.92756,2100026.59784,PRECITA AVE: TREAT AVE intersection,SW,Right,37.74682498639277,-122.41254705001752,11/10/2020 06:44:16 AM,5865.0,40,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.746824986392774, -122.41254705001752)",2.0,7.0,7.0,28859.0,2.0
25498000-SW-Right,25498000,6008560.81861,2119996.28263,GREENWICH ST: TAYLOR ST intersection,SW,Right,37.80168857111555,-122.4144923377972,11/10/2020 06:44:16 AM,29675.0,48,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.80168857111555, -122.41449233779721)",5.0,1.0,10.0,308.0,32.0
23500000-SE-Left,23500000,5981833.60631,2097363.93354,47TH AVE: VICENTE ST intersection,SE,Left,37.73800398053408,-122.505428658349,11/10/2020 06:44:16 AM,19068.0,35,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,1.0,0.0,4.0,,1,"(37.73800398053408, -122.50542865834899)",1.0,8.0,3.0,29491.0,35.0
23082000-NE-Left,23082000,5990316.14381,2094729.22195,20TH AVE: EUCALYPTUS DR intersection,NE,Left,37.73110353935468,-122.4759265330311,11/10/2020 06:44:16 AM,16307.0,40,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.73110353935468, -122.4759265330311)",1.0,8.0,4.0,64.0,14.0
32893000-SW-Right,32893000,5985275.94523,2095778.0791,SLOAT BLVD: SUNSET BLVD ON RAMP intersection,SW,Right,37.73383641996766,-122.4933377802596,11/10/2020 06:44:16 AM,46854.0,20,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.73383641996766, -122.49333778025961)",1.0,8.0,4.0,64.0,35.0
27002000-SE-Right,27002000,5999873.75757,2119835.61399,BRODERICK ST: FRANCISCO ST intersection,SE,Right,37.80069572072848,-122.44470426927472,11/10/2020 06:44:16 AM,38981.0,37,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.800695720728484, -122.44470426927471)",13.0,9.0,1.0,57.0,17.0
23206000-SE-Left,23206000,5990091.15935,2101046.79921,20TH AVE: QUINTARA ST intersection,SE,Left,37.74859809642774,-122.4771535963536,11/10/2020 06:44:16 AM,17116.0,42,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.74859809642774, -122.4771535963536)",1.0,8.0,3.0,29491.0,35.0
24922000-NW-Right,24922000,6009525.96136,2112965.82885,06TH ST: GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST intersection,NW,Right,37.78223056132795,-122.41029202659904,11/10/2020 06:44:16 AM,26873.0,46,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,3.0,,1,"(37.78223056132795, -122.41029202659905)",14.0,2.0,9.0,28853.0,34.0
25164000-NW-Right,25164000,6008239.71459,2115210.72101,LEAVENWORTH ST: SUTTER ST intersection,NW,Right,37.78838791699355,-122.41518526906928,11/10/2020 06:44:16 AM,27981.0,22,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.78838791699355, -122.41518526906928)",13.0,1.0,10.0,28858.0,21.0
27929000-NW-Left,27929000,5981035.34675,2102846.16109,GREAT HWY: NORIEGA ST intersection,NW,Left,37.75283021356618,-122.5084323970811,11/10/2020 06:44:16 AM,45195.0,40,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.75283021356618, -122.5084323970811)",1.0,8.0,3.0,56.0,35.0
20572000-W-Right-BT,20572000,6011556.12594,2090653.27177,GIRARD ST: MANSELL ST intersection,W,Right,37.72127743804394,-122.40205647171616,11/10/2020 06:44:16 AM,2755.0,35,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72127743804394, -122.40205647171616)",10.0,3.0,7.0,309.0,28.0
21772000-N-Center,21772000,6001772.88074,2092919.08515,ALEMANY BLVD: SANTA ROSA AVE intersection,N,Center,37.7267192059488,-122.43599094482038,11/10/2020 06:44:16 AM,9313.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,,1,"(37.726719205948804, -122.43599094482038)",9.0,7.0,6.0,28861.0,25.0
21406000-E-Left,21406000,6002425.40896,2088500.69471,AMAZON AVE: ATHENS ST intersection,E,Left,37.71475188158559,-122.43363910936075,11/10/2020 06:44:16 AM,7234.0,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.71475188158559, -122.43363910936075)",9.0,7.0,6.0,28861.0,5.0
26626000-SW-Left,26626000,6002052.59245,2114307.42131,PIERCE ST: SUTTER ST intersection,SW,Left,37.78566777033801,-122.43655729692853,11/10/2020 06:44:16 AM,36460.0,44,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78566777033801, -122.43655729692851)",13.0,6.0,11.0,29490.0,13.0
28222000-NW-Center,28222000,6016621.419282,2095264.217597,BELL CT: WHITNEY YOUNG CIR intersection,NW,Center,37.73406945417956,-122.38479745626782,11/10/2020 06:44:16 AM,46052.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.73406945417956, -122.38479745626782)",10.0,3.0,8.0,58.0,1.0
24563000-W-Left,24563000,6013332.05841,2115600.91118,01ST ST: MISSION ST intersection,W,Left,37.78976258428578,-122.397574468267,11/10/2020 06:44:16 AM,25198.0,43,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0,1.0,4.0,,1,"(37.78976258428578, -122.397574468267)",12.0,2.0,9.0,28855.0,6.0
23032000-SE-Left,23032000,5990479.00274,2091003.99482,19TH AVE: HOLLOWAY AVE intersection,SE,Left,37.72105728193878,-122.47522195258044,11/10/2020 06:44:16 AM,16021.0,40,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72105728193878, -122.47522195258045)",9.0,8.0,4.0,64.0,14.0
23500000-NW-Right,23500000,5981780.7078,2097427.34943,47TH AVE: VICENTE ST intersection,NW,Right,37.73800398053408,-122.505428658349,11/10/2020 06:44:16 AM,19067.0,33,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.73800398053408, -122.50542865834899)",1.0,8.0,3.0,29491.0,35.0
25931000-SE-Right,25931000,6004561.11368,2110675.5352,BUCHANAN ST: LINDEN ST intersection,SE,Right,37.77578656205196,-122.4278190998961,11/10/2020 06:44:16 AM,32328.0,50,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.77578656205196, -122.4278190998961)",7.0,9.0,11.0,28852.0,10.0
25895000-NW-Left,25895000,6003763.91809,2109044.31635,FILLMORE ST: WALLER ST intersection,NW,Left,37.771173670149246,-122.43026080494477,11/10/2020 06:44:16 AM,32055.0,37,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.771173670149246, -122.43026080494475)",7.0,9.0,11.0,29492.0,10.0
27077000-SW-Left,27077000,5994260.45613,2105283.53712,06TH AVE: KIRKHAM ST intersection,SW,Left,37.76045224099661,-122.4628419131839,11/10/2020 06:44:16 AM,39339.0,35,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.76045224099661, -122.4628419131839)",1.0,5.0,11.0,56.0,12.0
33027000-W-Left,33027000,6006664.73145,2108558.77818,13TH ST: DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST \ OTIS ST intersection,W,Left,37.77011143526904,-122.42000832057704,11/10/2020 06:44:16 AM,49589.0,41,1.0,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.77011143526904, -122.42000832057705)",8.0,4.0,9.0,28853.0,19.0
26823000-NE-Left,26823000,6000471.88334,2115523.97629,BRODERICK ST: SACRAMENTO ST intersection,NE,Left,37.788780735137294,-122.44229733165268,11/10/2020 06:44:16 AM,37773.0,15,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.788780735137294, -122.44229733165268)",13.0,6.0,1.0,29490.0,27.0
24749000-NW-Left,24749000,6010913.59736,2116980.17285,GRANT AVE: SACRAMENTO ST intersection,NW,Left,37.79337969084031,-122.4061294835304,11/10/2020 06:44:16 AM,26100.0,38,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79337969084031, -122.40612948353039)",3.0,1.0,10.0,28857.0,4.0
20263000-SW-Left,20263000,6013546.47957,2086891.84917,BLANKEN AVE: EXECUTIVE PARK BLVD intersection,SW,Left,37.71102947747773,-122.39478922792156,11/10/2020 06:44:16 AM,1120.0,36,,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.71102947747773, -122.39478922792155)",10.0,3.0,8.0,58.0,1.0
20289000-SW-Right,20289000,6011842.15391,2087288.59313,BLANKEN AVE: TUNNEL AVE intersection,SW,Right,37.71201630046523,-122.4007891942891,11/10/2020 06:44:16 AM,1224.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.71201630046523, -122.4007891942891)",10.0,3.0,8.0,309.0,1.0
26375000-NW-Left,26375000,5999990.31409,2111644.48503,GOLDEN GATE AVE: LYON ST intersection,NW,Left,37.778089199823775,-122.44350691987972,11/10/2020 06:44:16 AM,34823.0,20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.778089199823775, -122.44350691987972)",15.0,5.0,11.0,29490.0,16.0
26274000-SW-Left,26274000,5998506.98766,2106566.09985,BELVEDERE ST: GRATTAN ST intersection,SW,Left,37.76419611830951,-122.44827395313678,11/10/2020 06:44:16 AM,34212.0,37,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.76419611830951, -122.44827395313678)",15.0,5.0,11.0,29492.0,9.0
25959000-SE-Left,25959000,6004819.34282,2112251.40541,GOLDEN GATE AVE: LAGUNA ST intersection,SE,Left,37.78019301689226,-122.42701675692544,11/10/2020 06:44:16 AM,32521.0,20,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.78019301689226, -122.42701675692543)",7.0,9.0,11.0,28852.0,41.0
25423000-SW-Right,25423000,6009604.75746,2119449.70958,POWELL ST: UNION ST intersection,SW,Right,37.80023914603441,-122.4108336387472,11/10/2020 06:44:16 AM,29304.0,20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.80023914603441, -122.4108336387472)",3.0,1.0,10.0,308.0,4.0
21929000-SE-Left,21929000,6003064.96969,2095697.19376,CHENERY ST: NATICK ST intersection,SE,Left,37.73460043684697,-122.43185827802776,11/10/2020 06:44:16 AM,10239.0,34,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,0.0,0.0,0.0,4.0,,1,"(37.73460043684697, -122.43185827802776)",2.0,7.0,5.0,63.0,7.0
21603000-N-Left,21603000,5996607.64107,2089155.0123,MARGARET AVE: SUMMIT ST intersection,N,Left,37.71610887064608,-122.45369982703627,11/10/2020 06:44:16 AM,8280.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.71610887064608, -122.45369982703629)",9.0,8.0,6.0,28861.0,24.0
25722000-NE-Left,25722000,6004282.14573,2105697.70329,CHURCH ST: DORLAND ST intersection,NE,Left,37.76208767749254,-122.4284312103115,11/10/2020 06:44:16 AM,30998.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.76208767749254, -122.4284312103115)",8.0,4.0,5.0,28862.0,3.0
24613000-S-Left,24613000,6012053.06326,2114284.25239,03RD ST: MISSION ST intersection,S,Left,37.78624813824246,-122.40202541976689,11/10/2020 06:44:16 AM,25453.0,42,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78624813824246, -122.40202541976687)",12.0,2.0,9.0,28853.0,6.0
25126000-NW-Left,25126000,6009016.62281,2118028.87548,HIMMELMANN PL: PACIFIC AVE intersection,NW,Left,37.796155137846405,-122.41279702601628,11/10/2020 06:44:16 AM,27800.0,47,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.796155137846405, -122.41279702601628)",3.0,1.0,10.0,308.0,21.0
24595000-S-Right,24595000,6012840.48098,2114154.95705,HAWTHORNE ST: HOWARD ST intersection,S,Right,37.78589923401801,-122.39936953396362,11/10/2020 06:44:16 AM,25358.0,37,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78589923401801, -122.39936953396362)",6.0,2.0,9.0,28855.0,6.0
26199000-NW-Center,26199000,5998996.98734,2105427.47877,CARMEL ST: CLAYTON ST \ TWIN PEAKS BLVD intersection,NW,Center,37.76100670523427,-122.44643363693494,11/10/2020 06:44:16 AM,33880.0,38,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.76100670523427, -122.44643363693494)",15.0,5.0,5.0,28862.0,3.0
